verb_up,frequency,ftp,log_freq,log_ftp
hung up,7008,0.1167647058823529,8.854807632616227,-2.0234307872961406
hunt up,68,0.0359012715033657,4.219507705176107,-3.2904209920312977
hunted up,28,0.0709413369713506,3.332204510175204,-2.572318587568085
hunting up,37,0.0065562456866804,3.6109179126442243,-5.020759311445746
hurried up,126,0.0402903811252268,4.836281906951478,-3.1705179996592445
hurry up,5516,0.3217653715579027,8.615408238913192,-0.7456706675398864
hurrying up,70,0.0670103092783505,4.248495242049359,-2.6335476738042893
hush up,72,0.0389492753623188,4.276666119016055,-3.205767022920422
hushed up,118,0.0710382513661202,4.770684624465665,-2.5708490795887253
hustle up,31,0.0386100386100386,3.4339872044851463,-3.214867803470662
jack up,792,5.184766214177e-4,6.674561391814426,-7.564097009110509
jammed up,179,0.0427631578947368,5.187385805840755,-3.1083739097099565
jerked up,49,0.0342679127725856,3.8918202981106265,-3.3386770246808237
join up,2982,0.0145818692902319,8.000349495324684,-4.21328712171174
joined up,2181,0.0132078586759121,7.687538766201629,-4.313647414150378
joining up,995,0.0143218197135636,6.902742737158593,-4.231545683735586
jumbled up,379,0.2413793103448276,5.937536205082426,-1.1451323043030024
jump up,3518,0.050289687137891,8.165647925297504,-2.938356975258387
jumped up,2401,0.1414261865013117,7.783640596221253,-1.8034947254464762
jumping up,2334,0.1307453416149068,7.755338812846501,-1.8943846558330724
jumps up,791,0.111631537861046,6.673297967767654,-2.0741829844263697
keep up,94424,0.0246520969824494,11.455550557108905,-3.677932263806837
keeping up,19590,0.0400852878464818,9.882774510938587,-3.1758350586367303
keeps up,2430,0.0153317472905101,7.795646536334594,-4.1623791202672455
kept up,9168,0.0342501297353399,9.12347443895452,-3.3392145146158256
keyed up,134,0.3703703703703703,4.897839799950911,-0.5306282510621707
kick up,1724,0.0134737873591376,7.452402451223638,-4.293443775618989
kicked up,1301,0.0274390243902439,7.170888478512505,-3.5679665254486252
kicking up,747,0.029532967032967,6.616065185132817,-3.492270266990966
knock up,226,0.0023259677687323,5.420534999272286,-6.061290404898846
knocked up,602,0.01485581124381,6.400257445308821,-4.194396896734205
knotted up,152,0.072463768115942,5.0238805208462765,-2.549445170925572
know up,495,7.61124307456164e-5,6.20455776256869,-9.483222843597558
laid up,1127,0.0261449377083698,7.027314514039777,-3.6176069007950247
landed up,275,0.0048041389504804,5.616771097666572,-5.333461735350065
lapped up,335,0.1746031746031746,5.814130531825066,-1.5533484457830569
lapping up,342,0.1234567901234567,5.834810737062605,-1.9600947840472707
last up,5069,2.594437525944e-4,8.53089883847235,-8.256711154446805
laughing up,25,0.0012021940040574,3.2188758248682006,-6.722404137627822
lay up,747,0.0040464916056823,6.616065185132817,-5.50585034268849
laying up,248,0.0128369704749679,5.5134287461649825,-4.3425058765115985
lead up,1998,0.0034041394335511,7.599901959208498,-5.679353160733055
leading up,27526,0.0375657400450788,10.222886291539478,-3.2433732964685906
leads up,1554,0.0125348189415041,7.348587530927593,-4.3666309491959145
leaning up,181,0.0080058224163027,5.198497031265826,-4.81954815889817
leans up,21,0.0044444444444444,3.044522437723423,-5.41164605185505
leap up,255,0.0161662817551963,5.541263545158426,-4.108529197214057
leaped up,126,0.0719063545150501,4.836281906951478,-2.557767998052873
leaping up,157,0.0617760617760617,5.056245805348308,-2.7204727211007684
leapt up,188,0.0604026845637583,5.236441962829949,-2.7444178452730865
led up,1744,0.0133592144325188,7.463936604468925,-4.302099661043647
left up,1791,6.454234695097e-4,7.490529402060711,-7.344958282877426
legs up,32,0.0019193857965451,3.4657359027997265,-6.253828811575476
let up,2270,0.0013735477594002,7.727535110475448,-6.588983789050297
lick up,57,0.007230657989877,4.04305126783455,-4.922168312773937
licked up,37,0.0387096774193548,3.6109179126442243,-3.212186836717405
lid up,23,0.0019368584156498,3.1354942159291497,-6.244749255334187
lie up,22,0.0023646546359676,3.091042453358316,-6.044755844158224
lift up,6056,0.0773852439317471,8.708804795117285,-2.4784156494563905
lifted up,2934,0.0993589743589743,7.984121958702927,-2.2043674648486
lifting up,1394,0.0858369098712446,7.2399325913204695,-2.3655598921554346
lifts up,820,0.1594317284925019,6.709304340258298,-1.6624623807423213
light up,14677,0.0073492356794893,9.594036921611199,-4.905782585990289
lighted up,243,0.1416184971098266,5.493061443340548,-1.8019118406920729
lighten up,2480,0.4245810055865922,7.8160138391590275,-0.3039956479433047
lighting up,3339,0.1077127659574468,8.113426639943654,-2.114319982299243
lights up,3805,0.0115505090054815,8.244071270295786,-4.449408038953205
like up,93,4.17142637111576e-5,4.532599493153256,-10.084625717089919
line up,13777,0.011455924272575699,9.5307558140446,-4.457726230200253
lined up,20522,0.3432494279176201,9.929252760422154,-0.64884692166336555
lines up,2178,0.0044157608695652,7.686162303492906,-5.41814958324936
lining up,6849,0.2209026128266033,8.831857935197906,-1.2604141152308879
link up,6510,0.0208333333333333,8.781094735202615,-3.85014760171006
linked up,2797,0.0215827338129496,7.936302693201959,-3.814042597067944
listen up,1791,0.0155891303187229,7.490529402060711,-4.145469463436887
lit up,9441,0.1575,9.152817185732516,-1.676948203960829
live up,17504,0.009730481118233,9.770184705221707,-4.622713805507645
lived up,5177,0.0052815591757792,8.551981016901902,-5.238238370498677
lives up,5567,0.0058395396073121,8.624611588183507,-5.13724666322663
living up,3992,0.002803738317757,8.292047637431354,-5.873993962633647
load up,6147,0.0288423548004741,8.72371943690701,-3.5166438489775897
loaded up,3716,0.0291411042944785,8.22040309993373,-3.506031442977737
loading up,2054,0.0711206896551724,7.627544390488503,-2.5696005286372676
lock up,3504,0.040591567023285,8.161660452056282,-3.162756542626585
locked up,7249,0.1718337730870712,8.888618807300878,-1.5726863174042183
locking up,1305,0.0802469135802469,7.173958319756794,-2.4389969484839225
look up,34160,0.0059408637232817,10.438810647902507,-5.1199421673593335
looked up,13408,0.0674134280445324,9.503606822721864,-2.6271177585447454
looking up,12211,0.0247598607584997,9.410092463833022,-3.6734599131761945
looks up,2453,0.0328145475433967,7.8050670442584895,-3.3835183185755353
loomed up,52,0.2965116279069767,3.9512437185814275,-0.8639649128724155
looming up,68,0.2673267326732673,4.219507705176107,-1.0082282271998408
loosen up,3328,0.2079646017699115,8.1101268019411,-1.3372382041306965
loosened up,522,0.0476190476190476,6.257667587882639,-2.9957322735539913
lying up,20,0.0015464642204414,2.995732273553991,-6.470236440704692
m up,325,9.72218130395e-4,5.783825182329737,-6.9349576736532805
made up,104657,0.0405629841554631,11.55844361526924,-3.163490740179862
make up,102937,0.0226155268868399,11.541872429591866,-3.7662433980294563
makes up,17251,0.0081689272503082,9.755625391793744,-4.799215206478113
making up,12075,0.0122378216677431,9.398892478520773,-4.3909106656581995
man up,442,4.450838931384e-4,6.091309882077698,-7.716802586687541
march up,128,0.0014684287812041,4.852030263919617,-6.52209279817016
marched up,221,0.0407673860911271,5.3981627015177525,-3.158251203051766
marching up,115,0.0315560391730141,4.74493212836325,-3.423925632739713
mash up,298,0.0353535353535353,5.697093486505405,-3.306363278991318
mashed up,483,0.0384615384615384,6.180016653652572,-3.2188758248682023
match up,8325,0.0134197828709288,9.027018314848645,-4.297514685137601
matched up,2168,0.0338983050847457,7.681560362559537,-3.349904087274607
matches up,1276,0.0032970656116056,7.151485463904735,-5.711419901785434
mean up,145,2.123721974454e-4,4.976733742420574,-8.456957779562373
measure up,3534,0.0156106519742883,8.170185652879642,-4.144067997574534
measured up,493,0.0136698212407991,6.20050917404269,-4.278800591544692
meet up,17884,0.013442150744119,9.791661737353872,-4.295826616755136
meeting up,3440,0.0041289291422482,8.143226750367445,-5.485599716514786
meets up,1044,0.0159235668789808,6.950814768442584,-4.123903364463651
mess up,5482,0.0331899200983405,8.60922527686273,-3.3717558564940036
messed up,8907,0.6639004149377593,9.09459276343187,0.680724660561388
messes up,791,0.1283783783783783,6.673297967767654,-1.9153734251952326
messing up,2182,0.1147776183644189,7.687997166393016,-2.042842389231507
met up,8412,0.0038478355924792,9.03741453682259,-5.5563892149816585
mix up,5399,0.0341951626355296,8.593969030218288,-3.340877591428633
mixed up,5352,0.2634271099744245,8.585225601808064,-1.0282314919063105
mixes up,393,0.074074074074074,5.973809611869261,-2.5257286443082565
mixing up,2134,0.0713286713286713,7.665753431861699,-2.5664565167521087
mop up,944,0.0732142857142857,6.8501261661455,-2.538331816461581
mopping up,541,0.1492537313432835,6.293419278846481,-1.740466174840505
mount up,812,0.0121491411813992,6.699500340161678,-4.3982732511108455
mounted up,286,0.0081351689612015,5.655991810819852,-4.8033903288498445
move up,12210,0.0090027131464276,9.41001056710475,-4.701185803919488
moved up,7976,0.0145502645502645,8.984192311641674,-4.215488945581193
moves up,1898,0.0062846027233278,7.5485559791698735,-5.063348215257353
moving up,6465,0.0105155691679428,8.774158291205957,-4.544327093706784
muddled up,135,0.5476190476190477,4.90527477843843,0.1910552367627094
mushed up,54,0.238095238095238,3.9889840465642745,-1.1631508098056813
mussed up,41,0.3333333333333333,3.713572066704308,-0.6931471805599454
muster up,946,0.0786026200873362,6.852242569051878,-2.4614863755799026
nailed up,53,0.032069970845481,3.970291913552122,-3.4072396961181197
nip up,24,0.0451807228915662,3.1780538303479458,-3.050851572775072
offer up,6923,0.0080880700966075,8.842604480678025,-4.809244174581951
offered up,3430,0.0130548302872062,8.140315540159985,-4.325456283185493
open up,52433,0.0328885867255885,10.867291443078967,-3.38118801465054
opened up,29361,0.0384615384615384,10.28742254209393,-3.2188758248682023
opening up,17419,0.0193458316713203,9.765316843477462,-3.925742888908557
opens up,21846,0.0470668485675307,9.991773117403488,-3.0079758546597026
ordered up,349,0.0035273368606701,5.855071922202427,-5.643678550586523
own up,1162,0.0022845030617051,7.057897937411856,-6.079319640233994
owned up,320,0.0096505823627287,5.768320995793772,-4.631039565966518
owning up,395,0.0558659217877094,5.978885764901122,-2.82731362192903
pace up,142,0.0064935064935064,4.955827057601261,-5.0304379213924495
paced up,63,0.1549815498154981,4.143134726391533,-1.6960523852708718
pacing up,110,0.2222222222222222,4.700480365792417,-1.252762968495368
pack up,6114,0.089475378178307,8.71833650245078,-2.3200574576109307
packed up,5599,0.0909645909645909,8.630343289348893,-2.3019137267385505
packing up,3357,0.0954653937947494,8.118802996980035,-2.24865675096849
paid up,2444,0.0084671532846715,7.8013913202914855,-4.7630577174447675
pair up,1911,0.0036272953978689,7.555381944240273,-5.6156340878795135
paired up,2637,0.0675675675675675,7.877397186353287,-2.62466859216316
park up,482,0.0016713581984517,6.1779441140506,-6.392445934134756
parked up,819,0.0350877192982456,6.70808408385307,-3.314186004672526
partner up,950,0.0038910505836575,6.856461984594587,-5.545177444479585
pass up,6816,0.0061769991015274,8.827028068509152,-5.080726552034879
passed up,1142,0.0047281323877068,7.040536390215956,-5.349485653122448
passing up,670,0.0056069526212503,6.507277712385012,-5.17812518121964
patch up,1605,0.0164581961816984,7.380879035564116,-4.090336540824567
patched up,607,0.206060606060606,6.408528791059498,-1.3488367985849905
pay up,4355,0.009791290904406,8.379079889286603,-4.616422430838466
peered up,68,0.0214669051878354,4.219507705176107,-3.8195421526339817
peering up,70,0.0209205020920502,4.248495242049359,-3.845883202923601
penned up,80,0.2073170731707317,4.382026634673881,-1.341173925839421
pent up,717,0.1927710843373494,6.57507584059962,-1.4321038971511848
perched up,211,0.0584415584415584,5.351858133476067,-2.779509165084356
perked up,825,0.7619047619047619,6.715383386334681,1.1631508098056806
phone up,131,0.0041319515003725,4.875197323201151,-5.484864953760734
phoned up,145,0.1426448736998514,4.976733742420574,-1.7934940750402635
phoning up,50,0.0625,3.912023005428146,-2.70805020110221
pick up,178378,0.2856861974046402,12.091660173138058,-0.916428368650919
picked up,109067,0.4495851946394384,11.599717651272668,-0.20234681756677983
picking up,42873,0.5459815546772069,10.665997536149904,0.18444736685144417
picks up,14276,0.8045707825244287,9.566335084610051,1.4151106908941244
pile up,4083,0.0173453996983408,8.314587291319576,-4.0369303611957
piled up,4218,0.2230113636363636,8.34711636103872,-1.2482029970736734
piling up,3904,0.3333333333333333,8.269756947532983,-0.6931471805599454
pin up,388,0.0065524193548387,5.961005339623274,-5.021346949691185
pinned up,271,0.054054054054054,5.602118820879701,-2.8622008809294694
piped up,330,0.2371794871794871,5.799092654460526,-1.1682055804673055
pitched up,323,0.004359197907585,5.777652323222656,-5.431098477781856
play up,2530,9.166050236387e-4,7.835974581721566,-6.993916879809644
played up,920,6.632870611645e-4,6.824373670043086,-7.317639181252076
playing up,1446,0.001999451131062,7.27655640271871,-6.212881117853273
ploughed up,51,0.1196581196581196,3.9318256327243257,-1.995671658614378
pluck up,233,0.0553435114503816,5.4510384535657,-2.837261932582218
plucked up,323,0.1333333333333333,5.777652323222656,-1.8718021769015918
plucking up,59,0.1517857142857142,4.07753744390572,-1.7206635475443255
plugged up,221,0.0566801619433198,5.3981627015177525,-2.8119811239504426
point up,315,5.669469904563e-4,5.752572638825633,-7.47467764210016
pointed up,255,0.0067028407277369,5.541263545158426,-4.998498447574873
pointing up,494,0.0070646414694454,6.202535517187923,-4.945563297352544
points up,357,0.0021511831507329,5.877735781779639,-6.139583785268252
poked up,32,0.0344827586206896,3.4657359027997265,-3.3322045101752056
polished up,289,0.0201612903225806,5.666426688112432,-3.8836235309064504
pop up,20287,0.0303543512245961,9.91773556580133,-3.4639908187942114
popped up,9448,0.1227154046997389,9.153558357877198,-1.9669635582531457
popping up,12352,0.0796252927400468,9.421573272264558,-2.4474490872531005
pops up,8112,0.2074074074074074,9.001099725830965,-1.3406243242867024
posted up,883,0.0184275184275184,6.78332520060396,-3.9753107446640663
power up,2301,7.312079555425e-4,7.741099090035366,-7.220081182346755
powered up,1436,0.0297482837528604,7.269616749608169,-3.4847840977704214
powering up,755,0.425287356321839,6.626717749249025,-0.30110509278392195
pressed up,398,0.0092879256965944,5.986452005284438,-4.6697087071256655
prick up,103,0.0379146919431279,4.634728988229636,-3.233764437361953
pricked up,134,0.3076923076923077,4.897839799950911,-0.8109302162163287
printed up,471,0.0071521456436931,6.154858094016418,-4.933165032420263
proceeded up,85,0.0081199250468457,4.442651256490317,-4.805281284345547
prop up,2275,0.0697674418604651,7.729735331385051,-2.5902671654458267
propped up,2163,0.436046511627907,7.679251425953058,-0.25722286496707236
puckered up,34,0.2352941176470588,3.5263605246161616,-1.1786549963416462
puffed up,958,0.1715210355987055,6.86484777797086,-1.5748855309274408
pull up,12154,0.0380501347268718,9.4054136126953,-3.2300577091204756
pulled up,7478,0.0707582582582582,8.91972065553706,-2.5750996679134133
pulling up,2826,0.0300601202404809,7.946617563244473,-3.474034705614424
pulls up,1303,0.0147664003873154,7.172424577124845,-4.200524414263331
pump up,2082,0.0191021967526265,7.641084249174914,-3.93866493637457
pumped up,2184,0.109090909090909,7.688913336864796,-2.1000608288825724
push up,2581,0.0067796610169491,7.855932199718614,-4.98702542845713
pushed up,1823,0.0192419825072886,7.508238774678663,-3.931231279066415
pushing up,1479,0.011333585190782,7.2991214627108,-4.468586520867992
put up,49797,0.0132418934803644,10.815710020234329,-4.311039377486823
puts up,1717,0.0027790058738078,7.448333860897476,-5.882879140103652
putting up,11209,0.02210433244916,9.324472306021095,-3.7896293572140807
queue up,955,0.0519031141868512,6.86171134048073,-2.9050779052858604
queuing up,851,0.52,6.7464121285733745,0.08004270767353656
raced up,268,0.0360902255639097,5.5909869805108565,-3.284975626572727
racing up,248,0.0084656084656084,5.5134287461649825,-4.763241740558594
raise up,2378,0.0078740157480314,7.774015077250727,-4.83628190695149
raised up,2209,0.0134028294862248,7.700295203420117,-4.298795980524163
raising up,768,0.0070871722182849,6.643789733147672,-4.942356453342962
rake up,292,0.0323383084577114,5.676753802268282,-3.398629986156911
ran up,2330,0.0466343110360835,7.753623546559746,-3.0176619955101973
rang up,459,0.0460910151691948,6.129050210060545,-3.029950230864334
ranged up,61,0.0446735395189003,4.110873864173311,-3.0626717562291015
reach up,3153,0.016263145023233,8.056109659545061,-4.102456931204734
reached up,736,0.0071250115665772,6.601230118728877,-4.936993413771063
reaches up,593,0.01875,6.385194398997726,-3.9576335166801986
reaching up,1275,0.0269828291087489,7.150701457592526,-3.585201024639098
read up,6440,0.0014329932362719,8.770283819098399,-6.546555829171976
reading up,1991,0.0032088307020921,7.596392304064196,-5.73863468542343
reared up,166,0.0730897009966777,5.111987788356544,-2.54016932846305
reckon up,21,0.0060728744939271,3.044522437723423,-5.097831839126415
rest up,1071,0.0024867553248999,6.976348070447749,-5.994286648188652
ridden up,50,0.0326086956521739,3.912023005428146,-3.3900240810640305
ride up,1528,0.0070766470646865,7.331714969726466,-4.943853256591918
riding up,779,0.0138689622190339,6.658011045870748,-4.264135834590435
rig up,336,0.0887445887445887,5.817111159963204,-2.329060766978074
rigged up,509,0.1437308868501529,6.2324480165505225,-1.784642001459191
rigging up,126,0.0253456221198156,4.836281906951478,-3.64947690624791
riled up,734,0.4150943396226415,6.598509028614515,-0.34294475112683065
ring up,656,0.0115350488021295,6.486160788944089,-4.450763063025697
ringing up,309,0.0175653594771241,5.733341276897746,-4.024105066846304
rings up,62,0.0029133284777858,4.127134385045092,-5.835541464168583
rip up,754,0.0174418604651162,6.625392368007956,-4.031286426254969
ripped up,756,0.0306930693069306,6.628041376179533,-3.452544438045367
ripping up,594,0.0325732899022801,6.386879319362645,-3.391147045808655
rise up,7098,0.0582107843137254,8.867568333206442,-2.7837108519380567
risen up,484,0.0158273381294964,6.182084906716632,-4.13006264482418
rises up,1431,0.051829268292682897,7.266128779556451,-2.9065795681230187
rising up,2698,0.0099771607164322,7.900266036767701,-4.597429460351089
roaring up,59,0.0132450331125827,4.07753744390572,-4.31079912538552
rode up,521,0.0477562783038287,6.255750041753367,-2.9927104711250756
roll up,8491,0.0273248792270531,9.046762057999363,-3.572252517872818
rolled up,5906,0.1111111111111111,8.683724062303869,-2.0794415416798357
rolling up,1586,0.0211574362165525,7.368970402194793,-3.8343793784421205
rolls up,915,0.0121065375302663,6.818924065275521,-4.401829261970065
rose up,2275,0.0341453258380179,7.729735331385051,-3.3423876769275456
round up,4222,0.0026941799589749,8.348064228408266,-5.913963587514872
rounded up,7678,0.1073253833049403,8.946114375560743,-2.1183569579295103
rounding up,1830,0.2823529411764706,7.512071245835466,-0.9328200338253656
rowed up,27,0.0342205323193916,3.295836866004329,-3.3401096896823184
rub up,180,0.0093567251461988,5.19295685089021,-4.662259152972222
rubbed up,51,0.0200892857142857,3.9318256327243257,-3.887274835738953
run up,5575,0.0161296652407676,8.62604759632832,-4.110833976656107
rung up,188,0.1210653753026634,5.236441962829949,-1.9823798288367052
running up,4113,0.0261373269285108,8.321907968230423,-3.61790585780733
runs up,1326,0.0152539100212396,7.189922170745808,-4.167547966245397
rush up,243,0.0086283844094019,5.493061443340548,-4.744032173300266
rushed up,243,0.0518174787316318,5.493061443340548,-2.906819497105192
rushing up,194,0.0457227138643067,5.267858159063328,-3.0383590900157564
rustle up,489,0.044280442804428,6.192362489474872,-3.0719214119115383
s up,1089,1.371416032767e-4,6.9930151229329605,-8.894359414365518
saddle up,692,0.0234670704012112,6.539585955617669,-3.7284102928705716
said up,254,4.883027086151247e-5,5.537334267018537,-9.927111301412223
sail up,160,0.0047690014903129,5.075173815233827,-5.340837917703888
sailed up,202,0.0319084888621312,5.308267697401205,-3.4124545361867913
sailing up,130,0.0155261644623346,4.867534450455582,-4.149580690697364
sat up,1664,0.0527459667307531,7.416979621381154,-2.888079998409195
sauntered up,46,0.1090047393364928,3.828641396489095,-2.1009477469008004
save up,22410,0.0085102314017976,10.017262566794972,-4.757939494826147
saved up,1998,0.0176192522561237,7.599901959208498,-4.020986777650452
saving up,2810,0.0286320254506892,7.940939762327791,-3.5241794986698043
say up,368,3.22730131409e-4,5.908082938168931,-8.038371308225386
says up,122,3.508393155934e-4,4.804021044733257,-7.954831328774483
scare up,200,0.0053676865271068,5.298317366548036,-5.221976133291317
scoop up,1784,0.0455696202531645,7.486613313139955,-3.0418734295518473
scooped up,1729,0.2170542635658914,7.455298485683291,-1.282916006666056
scooping up,822,0.3015873015873015,6.71174039505618,-0.8397506547518211
scoops up,138,0.1466666666666666,4.927253685157205,-1.7609878105613017
scoot up,28,0.06,3.332204510175204,-2.751535313041949
scramble up,341,0.0946745562130177,5.831882477283517,-2.257849199152655
scrambled up,234,0.1241050119331742,5.455321115357702,-1.9541181294731431
scrambling up,239,0.13671875,5.476463551931511,-1.8428146400283392
scrape up,536,0.0295031055900621,6.284134161070802,-3.4933126705699613
scraped up,178,0.036231884057971,5.181783550292085,-3.2809112157876537
scratched up,374,0.0272851296043656,5.924255797414532,-3.5737491468603055
screw up,2639,0.0583941605839416,7.878155336503324,-2.780370862681836
screwed up,3718,0.3910690121786198,8.220941168281389,-0.44282089465193325
screwing up,878,0.1419141914191419,6.777646593635117,-1.7994815153219654
scrunched up,355,0.5833333333333334,5.872117789475416,0.336472236621213
sealed up,544,0.0452674897119341,6.298949246855942,-3.0488420988679406
see up,1844,4.288662741348e-4,7.519692404116539,-7.75393644466949
sell up,584,0.0020374143359881,6.369900982828227,-6.194034264731907
send up,1231,0.0073669849931787,7.115582126184454,-4.903352493073741
sending up,436,0.0241587575496117,6.077642243349034,-3.698652965940918
sent up,933,0.0135428644435926,6.838405200847344,-4.288260074196756
serve up,5473,0.0052739525344271,8.607582191143917,-5.239687282096649
served up,4407,0.0076150356448477,8.390949464841986,-4.869986433702869
set up,390086,0.11601313356229,12.874122506616963,-2.0307388004943694
sets up,8679,0.0453074433656957,9.068661593644245,-3.0479180267245636
setting up,90006,0.1711041503523884,11.407631613756946,-1.577822076039275
settle up,230,0.0139828597203428,5.438079308923196,-4.255841464251338
settled up,175,0.0027662517289073,5.1647859739235145,-5.887491956725015
sew up,726,0.0299850074962518,6.587550014824796,-3.4766140209469123
sewed up,285,0.0845588235294117,5.652489180268651,-2.3819586805355586
sewn up,539,0.2129032258064516,6.289715570908998,-1.3075134832667765
shake up,3232,0.0028800658300761,8.080856419640986,-5.847057906230123
shaken up,1231,0.1038525963149078,7.115582126184454,-2.1551323618509155
shaking up,1226,0.009590235396687,7.111512116496157,-4.637373326482727
shape up,1288,0.0039558041194925,7.160845906664299,-5.5286077322291245
shaping up,5359,0.0814814814814814,8.58653266949485,-2.4223862928066673
shine up,220,0.0091074681238615,5.393627546352362,-4.68951133442185
shook up,861,0.0115529285330467,6.7580945044277305,-4.4491961394112165
shoot up,1738,0.0090497737556561,7.460490305825338,-4.6959245492565564
shooting up,935,0.0138376383763837,6.840546529288687,-4.26642870992284
shore up,3018,0.0019004837595024,8.012349639327795,-6.263744522982905
shot up,3507,0.013075456278943,8.162516250140179,-4.323856679987191
show up,87648,0.0233326230556147,11.381084072062805,-3.7342936281452768
showed up,27066,0.0678238039673278,10.206033606636451,-2.620608624062927
showing up,18857,0.0388684452621895,9.844639476726922,-3.2079285475248422
shown up,2844,0.0246647509578544,7.952966790923131,-3.677406119418777
shows up,19719,0.0337518563520993,9.889337916931686,-3.354385259876353
shrivelled up,52,0.2127659574468085,3.9512437185814275,-1.3083328196501787
shut up,6395,0.3755826314498323,8.763271714012943,-0.5083405005198453
shuts up,143,0.0357142857142857,4.962844630259907,-3.2958368660043296
shutting up,219,0.0673076923076923,5.389071729816501,-2.62880082944807
sidled up,135,0.3636363636363636,4.90527477843843,-0.5596157879354229
sign up,171197,0.0148006029875291,12.050570219171757,-4.198176131859653
signed up,37074,0.0389573188198224,10.520671194289035,-3.20555216366973
signing up,28187,0.0382059800664451,10.246616157728505,-3.2258082616438477
sit up,5341,0.0558446578845639,8.58316818033977,-2.8277168401196313
sits up,557,0.0525830258302583,6.322565239927284,-2.891345942094008
sitting up,2448,0.0347070050187318,7.803026643632217,-3.3254901366797585
size up,1433,0.00299152401529,7.267525427828172,-5.8089763097569325
sized up,484,0.0208105147864184,6.182084906716632,-3.851266796007074
sizing up,798,0.3928571428571428,6.682108597449809,-0.43531807125784583
sleep up,2062,0.0026609401988702,7.631431664576906,-5.926411273625136
sleeping up,749,0.0024081878386514,6.618738983517219,-6.026469656306678
sleeps up,1617,0.0121654501216545,7.388327859577107,-4.396915247167632
sliced up,496,0.0822510822510822,6.206575926724928,-2.4121472955055725
slid up,122,0.0182584269662921,4.804021044733257,-3.9847013847722756
slide up,520,0.0047619047619047,6.253828811575473,-5.342334251964824
slip up,1084,0.016246259085079,6.988413181999592,-4.103512930308986
slipped up,405,0.0181257231006556,6.003887067106539,-3.992131177407294
slow up,267,0.0036231884057971,5.58724865840025,-5.616771097666572
slowed up,121,0.0959752321981424,4.795790545596741,-2.2427665977831355
smarten up,339,0.7619047619047619,5.82600010738045,1.1631508098056806
smash up,212,0.011943539630836,5.356586274672012,-4.415549326712529
smashed up,301,0.059973924380704,5.707110264748875,-2.7519977407958547
smiled up,58,0.0096025606828487,4.060443010546419,-4.636076515720976
smiling up,74,0.0049132947976878,4.30406509320417,-5.31088511928232
snap up,1689,0.0049627791563275,7.4318919168078,-5.300814246746633
snapped up,2957,0.017458777885548,7.9919305198524775,-4.03029974635252
snatched up,822,0.1468531468531468,6.71174039505618,-1.759498607009834
snatching up,226,0.1891891891891892,5.420534999272286,-1.455287232606842
sneak up,1780,0.1310259579728059,7.484368643286131,-1.8919177976985981
sneaked up,143,0.1256281407035175,4.962844630259907,-1.9401794743463292
sneaking up,676,0.0852713178294573,6.516193076042964,-2.372789351667295
snuck up,585,0.1419354838709677,6.371611847231857,-1.7993066748634383
snuggle up,1812,0.2074074074074074,7.502186486602924,-1.3406243242867024
snuggled up,1053,0.1102941176470588,6.959398512133975,-2.0877403444945313
soak up,12896,0.090497737556561,9.464672464746409,-2.3075726345050858
sober up,272,0.0230040595399188,5.605802066295998,-3.7488117948366106
sobered up,145,0.1477272727272727,4.976733742420574,-1.7525387560747738
sold up,221,0.0020932445290199,5.3981627015177525,-6.166944572085258
speak up,9048,0.0205844249316251,9.110299017795956,-3.862421323255848
speaking up,2432,0.0014003640946646,7.796469243086058,-6.569621663034267
sped up,2144,0.0425219941348973,7.670428522190693,-3.1142812992899582
speed up,29042,0.0242314647377938,10.276498337090683,-3.695573417376737
speeded up,604,0.6,6.403574197934815,0.4054651081081642
speeding up,5072,0.0733137829912023,8.531490496117062,-2.536866388718712
speeds up,6901,0.08,8.839421607620602,-2.4423470353692043
spit up,383,0.0404515522107243,5.948034989180646,-3.166357790584756
spitting up,233,0.0314960629921259,5.4510384535657,-3.4258899942525294
splashed up,36,0.0286532951289398,3.58351893845611,-3.523415014386406
split up,6916,0.1441031475161168,8.84159284680318,-1.7816205240971041
splits up,226,0.0518867924528301,5.420534999272286,-2.905409635260707
splitting up,1184,0.0679611650485436,7.076653815443951,-2.618438042412524
spoke up,1387,0.0308803386875856,7.234898420314831,-3.4462684007944064
spoon up,33,0.0026028957214901,3.4965075614664802,-5.948524425522929
sprang up,1274,0.2103156958648288,7.149916836132109,-1.3230235350601824
spring up,1624,0.0139031925849639,7.392647520721623,-4.2616360356104215
springing up,1678,0.2593283582089552,7.425357887027151,-1.0494623475564988
springs up,168,0.0091324200913242,5.123963979403259,-4.686750172980514
sprung up,2736,0.289044289044289,7.914252278742441,-0.9000302110023749
stack up,4652,0.036743515850144,8.445052513638554,-3.26635794437762
stacked up,1829,0.1244979919678714,7.511524648390866,-1.9505078583039437
stacking up,789,0.049618320610687,6.670766320845874,-2.9525035390031715
staggered up,31,0.026378896882494,3.4339872044851463,-3.6084578868033623
stand up,46473,0.2247774075490249,10.746626777774473,-1.238039591438191
standing up,11009,0.1005320638476617,9.306468399070404,-2.191326686578374
stands up,4641,0.2651972157772622,8.442685139241176,-1.019128382743829
stared up,248,0.0182504719949653,5.5134287461649825,-3.9851452702571137
staring up,594,0.0255041518386714,6.386879319362645,-3.6430790023437063
start up,13703,0.0074800897610771,9.5253700659462,-4.888002280995879
